username;date;retweets;favorites;text;hashtags
NakkarH;2016-07-08;0;0;????????????5-1???????????????????????????????????????????????????????????? ???????????????????????????????????? #urawareds #EURO2016;#urawareds #EURO2016
pinkitty0;2016-07-08;1;1;GRIEZMANN ON T'AIME PTN JTM AVEC TON PETIT CUL #EURO2016 #FiersdetreBleus;#EURO2016 #FiersdetreBleus
Maud_Benoit;2016-07-08;0;1;#Lille est contente ! (Bis) #EURO2016 #ALLFRA pic.twitter.com/PUOKp9G4u8;#Lille #EURO2016 #ALLFRA
RicF;2016-07-08;0;0;No don't hate on us;
VeitKlapp;2016-07-08;1;7;+++ EIL +++ Mario G?tze vermisst. Zuletzt gesehen bei der Einwechselung an der Mittellinie. #FRAGER #EURO2016;#FRAGER #EURO2016
dfs_global;2016-07-08;0;0;"READ | Today we did not have the luck and we were unfortunate to concede a penalty"" | http:// bit.ly/29l7IlQ | #Euro2016 #GERFRA #FRA #GER""";#Euro2016 #GERFRA #FRA #GER
nope_nopenope_;2016-07-08;0;0;Democracy gonna pine green thymes gonna tomato skies is weird and so forth ! #EURO2016;#EURO2016
ClemDbrt;2016-07-08;0;2;#EURO2016 c'est pour nous.;#EURO2016
youniquebylowra;2016-07-08;0;0;ON EST EN FINALEEEEEE !! Bah bah bah #football #euro2016 #allfra #france ? https://www. instagram.com/p/BHk48aZjVUd/;#football #euro2016 #allfra #france
myself_Riya;2016-07-08;0;0;Nicola Rizolli ur brain was stuffed with rotten Pasta. *your unfair decision was the reason for Deutschland's failure.* #EURO2016 #GER;#EURO2016 #GER
avanoslu_yusuf;2016-07-08;0;0;T?schss Deutschland. Fransosen haben euch gezeigt wo es lang geht bei der EURO 2016 . Finale Frankreich - Portugal ole.;
FXS_Finance_FR;2016-07-08;0;0;Euro 2016 : Les Bleus se hissent en finale en battant l?Allemagne #Finances #Mati?res premi?res https://www. dukascopy.com/refpro/in.php? aHR0cHM6Ly93d3cuZHVrYXNjb3B5LmNvbS9meHNwaWRlci9mci9tLzQ2NzkyOTI5MzUwMDg1OTcwMTIvP3V0bV9zb3VyY2U9dHdpdHRlciZ1dG1fbWVkaXVtPXNvY2lhbCZ1dG1fY2FtcGFpZ249ZnhzcGlkZXIlMjB0d2l0dGVyJTIwcG9zdGluZwpzcHAtdHctU3BpZEZS ?;#Finances #Mati
RevistadaTV2;2016-07-08;0;1;Eu n?o acreditava que a Alemanha ia parar frente ? Fran?a;
RiseOCD;2016-07-08;0;0;Tf1 doit ?tre happy de ne pas avoir achet? la finale mdr #EURO2016;#EURO2016
Br1Porzio;2016-07-08;0;1;#EURO2016 final #FRA vrs #POR ;
s_a509;2016-07-08;2;0;King;
iamweloh;2016-07-08;0;1;E X C E P T I O N #euro2016 #football #paris #germany #france #summer #july pic.twitter.com/KimEUrXAHH;#euro2016 #football #paris #germany #france #summer #july
machu_mel;2016-07-08;0;0;Aaaaaaaaaaaahhhhhhhh #EURO2016;#EURO2016
IntersportW;2016-07-08;0;0;France will be meeting Portugal in the #EURO2016 thanks to a brace from Antoine Griezmann against world champions... http:// fb.me/1meTCMTqe;#EURO2016
greed946;2016-07-08;3;2;Dimanche la France va ?tre divis? en deux;
beautylovato;2016-07-08;0;1;De vraies supportrices #foot #euro #euro2016 #uefa https://www. instagram.com/p/BHkgXE0gohm/;#foot #euro #euro2016 #uefa
zhebsagh;2016-07-08;0;0;? ?? ?????????? ????? ?????? #EURO2016 #????????????????;#EURO2016 #
SwatiKifayat;2016-07-08;0;0;Hope to see this time @Cristiano hold trophy for @selecaoportugal #POR for 1st time . #Final #POR vs #FRA #EURO2016 https:// twitter.com/fifacom/status /751169239931695104 ?;#POR #Final #POR #FRA #EURO2016
xMar2ine;2016-07-08;0;1;Et c'est dans ces moments l? que je suis bien contente de pas habiter en ville #FRAALL #EURO2016;#FRAALL #EURO2016
r_plck;2016-07-08;0;0;Ils vont en vendre les commer?ants des maillots avec le num?ro et le nom de Griezman #benef #Griezmann #EURO2016;#benef #Griezmann #EURO2016
IamSteWelch;2016-07-08;0;0;Is it a bird? Is it a plane? No! It's Greizzzz-Man hahaha. Mistakes from #Kimmich & #Neuer leads to a 2nd goal for #Griezmann #EURO2016 #FRA;#Kimmich #Neuer #Griezmann #EURO2016 #FRA
chaprq;2016-07-08;0;0;On est en finale ptn #FRAALL #FRA #EURO2016;#FRAALL #FRA #EURO2016
Bolly_Dicted;2016-07-08;0;0;Hmm... other way round would have been better #EURO2016 #ViveLaMannschaft https:// twitter.com/Bolly_Dicted/s tatus/751161401499013122 ?;#EURO2016 #ViveLaMannschaft
Maness_Attitude;2016-07-08;2;9;Le #Portugal affrontera le #S?n?gal en final de l' Euro 2016 pic.twitter.com/XOjVmvX0Vu;#Portugal #S
LadyAnnaD;2016-07-08;0;0;Best of Irish fans at Euro 2016 (Funny) https:// youtu.be/CC-X-I3hlHc via @YouTube;
Pocong_barca;2016-07-08;0;0;Umtiti in #Euro2016 - never dribbled past - 4 interceptions - 1 foul - 16 clearances - 2 blocks - 0 possession loss - 92/94 accurate passes;#Euro2016
linecorne;2016-07-08;0;3;Alors les champions du monde? Va falloir refaire sa une de journal les Allemands #FRAALL #FRAPOR #EURO2016 pic.twitter.com/WYkkCs9EBJ;#FRAALL #FRAPOR #EURO2016
yeterartikenes;2016-07-08;0;1;I'm supporting #FRA in #Euro2016 Semi-Final & unlocked my custom @shirt from @Brndstr ! Who are you supporting? https:// cards.twitter.com/cards/18ce53z0 cix/1x65u ?;#FRA #Euro2016
TheoGuezet;2016-07-08;0;0;Griezmann pr?sident ! #FRAALL #EURO2016 #Presidentielle2017;#FRAALL #EURO2016 #Presidentielle2017
Its_all_left;2016-07-08;1;4;I hope the French win #EURO2016 After the the shocking terrorist attacks they have endured;
AzabachePride;2016-07-08;0;0;I'm heartbroken today;
AtsukoNemo;2016-07-08;2;2;Tremblez;
Lachgas;2016-07-08;0;0;Es ist so schade +bitter f?r Schweini wenn das wirklich sein letztes Turnierspiel gewesen sein sollte :( #EURO2016 hoffe Bela sprach Quark;#EURO2016
SoleneDmn;2016-07-08;1;1;Oh les #Footix ;
Miss_Mystery63;2016-07-08;0;1;Ce bordel dans la rue... j adooore ! :D #MerciLesBleus #FRAALL #EURO2016 #FRA #tousunis;#MerciLesBleus #FRAALL #EURO2016 #FRA #tousunis
acharyaumesh145;2016-07-08;0;0;@carlsberg Man of the match #GERvFRA #EURO2016 pic.twitter.com/HLc17ktBCY;#GERvFRA #EURO2016
ptomustsena;2016-07-08;4;4;Les bleus vous m'avez offert une trop bonne soir?e Merci #FRAALL #EURO2016;#FRAALL #EURO2016
Timlaro;2016-07-08;0;0;Le concert de xlaxons Rue de Rivoli;
Ju_msnd;2016-07-08;2;0;C'est le zbeul partout parce qu'on est qualifi? en finale;
cloriou;2016-07-08;0;1;Cette @equipedefrance est belle !!! Merci de nous faire r?ver !! #FiersdetreBleus #FRAALL #EURO2016;#FiersdetreBleus #FRAALL #EURO2016
erinacchi1110;2016-07-08;0;0;? EURO2016 ????? ???????????????? ??????????????(^^;
matcroxford;2016-07-08;0;0;#FRAPOR being English;
GrangeGeordie;2016-07-08;0;0;French football fans optimistic for Euro 2016 http:// ift.tt/29llWyE;
fr_actualite;2016-07-08;0;0;[ Euro 2016 ] Vivez France ? Allemagne en direct de Tours;
SusannBrennero;2016-07-08;0;2;#EURO2016 So ist das #Spiel der Besten - nur der Allerbeste mit den Chancen des Tages kann siegen. Trotz allem eine spannende Partie #GERFRA;#EURO2016 #Spiel #GERFRA
Ksiyer;2016-07-08;0;1;C'est normal que Giroud ne soit pas une racaille;
Guunnerz;2016-07-08;0;0;I hope so! It would be harsh to lose against the worst team of #EURO2016;#EURO2016
fr_actualite;2016-07-08;0;0;Euro 2016 . Un ?cran g?ant ? Rennes pour la finale France ? Portugal ??Ouest-France http://www. franceactualite.fr/rennes/euro-20 16-un-ecran-geant-a-rennes-pour-la-finale-france-portugal-ouest-france/ ?;
DeporteColumbia;2016-07-08;0;0;#EURO2016 Pogba: Es bonito;
Ayledain;2016-07-08;1;1;#EURO2016 Demain G boulot. Donc dodo. Mais MERCI #TF1 et #LeMagLaSuite #LeMag Super soir?e ambiance sportive et familiale. #MaFranceQuiJoue;#EURO2016 #TF1 #LeMagLaSuite #LeMag #MaFranceQuiJoue
audreygndt;2016-07-08;0;0;#Euro2016 #France#allezlesbleus https://www. instagram.com/p/BHknnXlDECS/;#Euro2016 #France #allezlesbleus
GrangeGeordie;2016-07-08;0;0;France to play Portugal in Euro 2016 final http:// ift.tt/29xfK95;
onecak_;2016-07-08;0;0;Jimat Kemenangan Jerman yang gak mempan melawan perancis di euro 2016 http:// dlvr.it/LlKvdf;
VValdes_ID;2016-07-08;0;0;Highlights Euro 2016 : Jerman 0-2 Prancis http:// dlvr.it/LlKvdQ;
lihindestroyer;2016-07-08;0;0;Jimat Kemenangan Jerman yang gak mempan melawan perancis di euro 2016 http:// dlvr.it/LlKvb8;
newsheadlinesng;2016-07-08;0;0;EURO2016 : IT?S FRANCE;
FootBallNewsID_;2016-07-08;0;0;Highlights Euro 2016 : Jerman 0-2 Prancis http:// dlvr.it/LlKvYp;
MarioBohorquez1;2016-07-08;0;0;De ganar #FRA #EURO2016 ratificar? que cuando juega en casa gana sucedi? en Euro del 84 frente a @SeFutbol y Mundial del 98 a @CBF_Futebol .;#FRA #EURO2016
LouFritel;2016-07-08;0;0;On est en finale ! On est en finale ! On est;
europei_2016;2016-07-08;0;1;Sar? Portogallo-Francia la finale di Euro 2016 http://www. diretta.ws/streaming/8473 ?utm_source=dlvr.it&utm_medium=twitter ? #franciagermaniaeuro2016griezmann;#franciagermaniaeuro2016griezmann
EuroCalcio2016;2016-07-08;0;0;Sar? Portogallo-Francia la finale di Euro 2016 http://www. diretta.ws/streaming/8473 ?utm_source=dlvr.it&utm_medium=twitter ? #franciagermaniaeuro2016griezmann #euro2012;#franciagermaniaeuro2016griezmann #euro2012
ricardoveliz;2016-07-08;0;0;Balon de Oro para @AntoGriezmann !!! ahora!!! #euro2016;#euro2016
LeotureJessy;2016-07-08;1;1;Merci les bleus. On vous aime #EURO2016 #TeamFrance;#EURO2016 #TeamFrance
vivo_azzurri;2016-07-08;0;0;Sar? Portogallo-Francia la finale di Euro 2016 http://www. diretta.ws/streaming/8473 ?utm_source=dlvr.it&utm_medium=twitter ? #VivoAzzurro;#VivoAzzurro
Info_BolaIndo;2016-07-08;0;0;Highlights Euro 2016 : Jerman 0-2 Prancis http:// dlvr.it/LlKvRD;
ID_SoccerNews;2016-07-08;0;0;Highlights Euro 2016 : Jerman 0-2 Prancis http:// dlvr.it/LlKvQY;
indo_rooney;2016-07-08;0;0;Highlights Euro 2016 : Jerman 0-2 Prancis http:// dlvr.it/LlKvQc;
DECARITAKOPINES;2016-07-08;0;0;Highlights Euro 2016 : Jerman 0-2 Prancis http:// dlvr.it/LlKvQK;
RioFerdy5ID;2016-07-08;0;0;Highlights Euro 2016 : Jerman 0-2 Prancis http:// dlvr.it/LlKvQ7;
EvermoreShop;2016-07-08;0;0;Highlights Euro 2016 : Jerman 0-2 Prancis http:// dlvr.it/LlKvQC;
NewsSportINDO;2016-07-08;0;0;Highlights Euro 2016 : Jerman 0-2 Prancis http:// dlvr.it/LlKvQW;
XavierJcn;2016-07-08;0;2;Puis la l'erreur de Neuer sur le 2eme but et le but c'est bon c'?tait magique ! #FRAALL #FRA #EURO2016;#FRAALL #FRA #EURO2016
ElbeFCB;2016-07-08;0;0;Aber #FRA hat nicht unverdient gewonnen;
Seputar_Soccer_;2016-07-08;0;0;Highlights Euro 2016 : Jerman 0-2 Prancis http:// dlvr.it/LlKvQ1;
anytinnaijaplus;2016-07-08;0;0;Euro 2016 Semi-final Match Result http:// dlvr.it/LlKvMK;
NickMiller1892;2016-07-08;0;1;So true! #bbceuro2016 #EURO2016 #FRAGER #Griezmann #ISL #GER #FRA #FRAALL https:// twitter.com/icelandfootbal l/status/751158466216095749 ? @BBCMOTD @BBCSport;#bbceuro2016 #EURO2016 #FRAGER #Griezmann #ISL #GER #FRA #FRAALL
terstenagranit;2016-07-08;1;4;Komb?tarja e Shqip?ris?;
_Justine_D_;2016-07-08;0;1;Griezmann il a grv g?rer #FRAALL #EURO2016 #FRA #fieredetrebleus #Griezmann;#FRAALL #EURO2016 #FRA #fieredetrebleus #Griezmann
EureenNormandie;2016-07-08;4;3;Sacr?e ambiance dans les rues d' #Evreux pour c?l?brer cette belle victoire sur l'Allemagne #EURO2016 #FRAALL pic.twitter.com/YPmWNYhSyE;#Evreux #EURO2016 #FRAALL
LisHammond;2016-07-08;0;1;my hopes were dashed last night by Portugal! I had big plans for my ?14! #EURO2016;#EURO2016
Filippo_Berlin;2016-07-08;0;0;Kopf hoch Jungs! Super EM gespielt heute sollte es nicht sein! #ViveLaMannschaft #EURO2016 pic.twitter.com/7ugnwtXN7B;#ViveLaMannschaft #EURO2016
Ashish_SD;2016-07-08;0;0;Half prediction turned true;
AbdulBlaze97;2016-07-08;0;0;Umtiti in #Euro2016 - never dribbled past - 4 interceptions - 1 foul - 16 clearances - 2 blocks - 0 possession loss - 92/94 accurate passes;#Euro2016
Illona_28;2016-07-08;0;1;Voir les joueurs et Didier Deschamps souriants et heureux c juste g?nial #LeMag #FRAALL #EURO2016 #AllezLesBleus #FiersdetreBleus;#LeMag #FRAALL #EURO2016 #AllezLesBleus #FiersdetreBleus
Mofareh_Sahhari;2016-07-08;2;1;????? ?????? 2016: #fra Vs #POR ?????/10????? ??????/10:00? ?????? ??? ??? ???? ?? ????? ??????/beIN Max1 #EURO2016 pic.twitter.com/GMfi9AdTzL;#fra #POR #EURO2016
alex_m_frenchy;2016-07-08;0;0;#EURO2016 ;
InformasanTw;2016-07-08;0;1;#Memes Alemania vs Francia 0-2 #Euro2016 #GERFRA #GER #FRA Memes de M?ller Lloris Griezman #FRAALL http:// youtu.be/_MF8DN05DJY?a;#Memes #Euro2016 #GERFRA #GER #FRA #FRAALL
MJulien_;2016-07-08;0;0;Dimanche on va faire pleurer une seconde fois Ronaldo #EURo2016;#EURo2016
azzamekajaya;2016-07-08;0;0;http:// SuaraMerdeka.com : Dwigol Griezmann Bawa Prancis ke Final Euro 2016 http:// bit.ly/29xicfN;
TTMobile_gh;2016-07-08;1;0;TT GHANA 22:13 1. #EURO2016 2.Germany 3.Martial 4.Pogba 5.Neuer 6. #GERFRA 7.Emre Can 8.Kante 9. #DearFutureWife 10.America 11. #Hallelujah;#EURO2016 #GERFRA #DearFutureWife #Hallelujah
CynthiaSunnie;2016-07-08;0;0;Euro 2016 Finale: France Set To Face Portugal http://www. cynthiasunnieblog.com/2016/07/euro-2 016-finale-france-set-to-face.html?spref=tw ?;
stdtohneliebe;2016-07-08;0;1;Trotz der Niederlage muss man sagen es war eine tolle EM von den Jungs! @DFB_Team #FRAGER #EURO2016 #JederFuerJeden;#FRAGER #EURO2016 #JederFuerJeden
MISTERO_MISTERI;2016-07-08;0;0;Euro2016 ? Chapeau Pogba;
theo_grllt;2016-07-08;2;18;Je veux que tout Chalon soit en folie ? la fan zone dimanche soir ! #EURO2016;#EURO2016
Clemencevsl;2016-07-08;0;0;J'ai ador? la petite danse de Pogba #FRAALL #EURO2016;#FRAALL #EURO2016
Laur11ne;2016-07-08;0;0;Je pense que je prendrai un de Griezmann...L' #EURO2016 c'est SON euro ! #LT;#EURO2016 #LT
DovishHuman;2016-07-08;0;0;Das Finale pfeift dann jetzt also Brych;
Tchart88;2016-07-08;1;1;Merci aux Islandais d'avoir instaur? le Clapping @EURO2016 #FRAALL #ambiancedefolie;#FRAALL #ambiancedefolie
y_takeuchi_;2016-07-08;0;2;https://www. facebook.com/ceoyasuhirotak euchi/ ? ???2016???????????????????????????????????????????????????? #???2016 #EURO2016 #france pic.twitter.com/HBoDmELRhU;# #EURO2016 #france
Munoz_FX;2016-07-08;0;0;#EURO2016 belle victoire de l' @equipedefrance ;
joseitosanchezs;2016-07-08;0;7;Con una actuaci?n extraordinaria de Griezmann;
LostInTlse;2016-07-08;0;0;Enfin une @equipedefrance pleine de valeur;
ffred13010;2016-07-08;0;2;@AntoGriezmann @paulpogba @dimpayet17 @H_Lloris #TeamOM #VenteOM #EURO2016 putainnnn merciiiiii les mecs !!!! Le pied;#TeamOM #VenteOM #EURO2016
DeporteslaSexta;2016-07-08;0;0;"Joachim L?w: Hemos sido el mejor equipo de la #EURO2016 "" http:// atres.red/5uaz2 pic.twitter.com/krCMppHmSz""";#EURO2016
akaNanette;2016-07-08;0;0;my team Germany lost at #EURO2016 today.;#EURO2016
ritarobbinn;2016-07-08;0;0;"Griezmann: El penalti fue m?s dif?cil que el de la final de Champions"" http:// bit.ly/29oAuOi #EURO2016""";#EURO2016
BenjaminBourel;2016-07-08;0;0;La g?n?ration 92 aura donc d?j? v?cue 4 finales ! 2 victoires et une d?faite. La troisi?me dimanche ? #EURO2016 #FRA;#EURO2016 #FRA
azapitersky;2016-07-08;0;0;???????? ? ??????? - ?????? ????? ? ???????) #POR #FRA #PORFRA #EURO2016;#POR #FRA #PORFRA #EURO2016
Alex_Cavasinni;2016-07-08;0;0;Editoriale - Se rimpiangi #MarioGomez http://www. tuttoeuropei.com/editoriale/se- rimpiangi-mario-gomez-6159 ? #GER #EURO2016;#MarioGomez #GER #EURO2016
Val_Cblt;2016-07-08;1;3;#FanZoneLille un pure d?lire !! ?a y est on y est mais maintenant il va falloir aller la chercher ensemble #FRA #EURO2016;#FanZoneLille #FRA #EURO2016
paolo_news_IT;2016-07-08;0;0;Euro 2016 ;
blueprintafric;2016-07-08;0;0;RESULT: France are in the final! #euro2016 #france #football https://www. instagram.com/p/BHk5s_Ih4Fo/;#euro2016 #france #football
infoitinterno;2016-07-08;0;0;Euro 2016 ;
ThomasMontet;2016-07-08;0;1;Elles font tellement de bien ces sc?nes de liesse dans le m?tro !!! Heureux d'?tre fran?ais ! #FRAALL #EURO2016;#FRAALL #EURO2016
finkaboutyou;2016-07-08;0;1;Paris est magique ce soir #NextEuroParty #Euro2016 #fieredetrebleus pic.twitter.com/oUFTpnGdBQ;#NextEuroParty #Euro2016 #fieredetrebleus
CMialon;2016-07-08;0;0;J'annonce officiellement que ma voix est d?c?d?e #FRAALL #finaleeuro #EURO2016 #FanZoneSaintEtienne #fanzone;#FRAALL #finaleeuro #EURO2016 #FanZoneSaintEtienne #fanzone
infoitinterno;2016-07-08;0;0;Euro 2016 : Germania forte e bella;
SharmaChetan7;2016-07-08;0;0;When we see #FRA play #POR for the final of #EURO2016 pic.twitter.com/2gyFezA1Z6;#FRA #POR #EURO2016
Anthoony_Z;2016-07-08;1;2;GRIZOUUUUUU !!!! Et ouiiiiii;
LSSTR10;2016-07-08;0;0;?? ???? ?? ? @mohzyadah @EURO2016;
guardiannews;2016-07-08;5;17;Joe Ledley wants Wales?s Euro 2016 heroics to be ?start of something? http:// ebx.sh/29s8Cg3 pic.twitter.com/uUZyj4VjnQ;
brunocompagnon;2016-07-08;0;3;H? @Ryanair en parlant de mains tu devrais en embaucher!Mardi ton avion Beauvais Manchester RETARD ET SALE !!! #euro2016 #cheatingBastards;#euro2016 #cheatingBastards
NantesOnline;2016-07-08;0;1;"Euro 2016 . Evra : La victoire finale c'est un r?ve mais surtout une obligation"" (Presse-Oc?an) http:// bit.ly/29STrda #Nantes""";#Nantes
TheNaijaInfo;2016-07-08;0;0;Germany 0-2 France: 5 star Antoine Griezmann fires France into Euro 2016 final against Portugal http:// fb.me/7vYqD4Kvw;
christianjbryan;2016-07-08;0;0;@littleles BBC Sport - Euro 2016 : Cheeky ball boy gets Ronaldo selfie http:// bbc.in/29iWBd7;
annekxn;2016-07-08;0;0;Schiri war unfair. Trotzdem geil das Frankreich gewonnen hat. #GERFRA #FRAGER #fra #EURO2016;#GERFRA #FRAGER #fra #EURO2016
GiwaMoore;2016-07-08;0;0;Euro 2016 : France beat Germany to reach final as Griezman strikes twice http:// fb.me/80FGrYIia;
tutales1;2016-07-08;0;0;Euro 2016 : France beat Germany to reach final as Griezman strikes twice: ?The hosts will now face?Portugal in... http:// bit.ly/29yefc1;
MOXYpro;2016-07-08;0;1;#MASSIVE #MOXY CONGRATS @minimeuf @slack2thefuture #GoFRANCE @EURO2016;#MASSIVE #MOXY #GoFRANCE
YoNoMeYamoLoco;2016-07-08;0;0;H?roe;
UEFAEURO;2016-07-08;1286;2178;Will we see this again in the #EURO2016 final;
fredosmine;2016-07-08;1;0;bon France-Portugal;
Eva_DK_;2016-07-08;0;0;Het was gene vette precies #GER #EURO2016 pic.twitter.com/VQZAcTw89G;#GER #EURO2016
therealtamanii;2016-07-08;0;0;Euro 2016 : France beat Germany to reach final as Griezman strikes twice: ?The hosts will now face?Portugal in... http:// bit.ly/29yefc1;
JohnFre12133138;2016-07-08;0;0;#EURO2016 : Substitution - Mario Gotze replaces Emre Can in the 67th minute. #GER 0-1 #FRA MORE >> http:// sublnk.info/SHipGjy;#EURO2016 #GER #FRA
AnaelleRsn;2016-07-08;0;1;Non mais attends moi j'y ai toujours cru hein;
Fal9v;2016-07-08;0;0;????? ???? ???? ???? ??????? #EURO2016 pic.twitter.com/Gy8RGm53X1;#EURO2016
Diggrrr;2016-07-08;0;0;Ich habe ein @YouTube -Video positiv bewertet: http:// youtu.be/uXjFGmAMwpc?a David Guetta at EURO 2016 opening ceremony;
sven_hannawald;2016-07-08;0;9;Hab's eingesehen.... ....Gl?ckwunsch an Frankreich.... .... #GERFRA #EURO2016;#GERFRA #EURO2016
LiiLkKhalil;2016-07-08;2;2;Magnifique la France en Finale je suis ?mu ! Tellement beau de voir ces milliers de personnes ds les rues! #EURO2016;#EURO2016
freebigbetsbs;2016-07-08;0;0;Euro 2016 - all Thursday's reaction LIVE!: Hosts France booked their place in the final as two goals from Ant... http:// bit.ly/29s4FIg;
martien2929;2016-07-08;0;1;@isabelleklea14 finale euro2016 la fiert? d etre fran?ais;
Maaschmitt;2016-07-08;0;1;ON EST EN FINALE ! #euro2016 #fanzone #lille #allezlesbleus ? https://www. instagram.com/p/BHk5seiAsDxG P9SNnT7GqTWW1UxuHQkMgAfvhY0/ ?;#euro2016 #fanzone #lille #allezlesbleus
mayor1012003;2016-07-08;0;0;Euro 2016 : France beat Germany to reach final as Griezman strikes twice: ?The hosts will now face?Portugal in... http:// bit.ly/29yefc1;
freebigbetsbs;2016-07-08;0;0;Germany 0-2 France: Griezmann double sends Les Bleus through to Euro 2016 final: The Atletico Madrid star sco... http:// bit.ly/29owPQS;
Mijiafe;2016-07-08;0;0;Man of the night;
solusi_303;2016-07-08;0;0;BRACE GRIEZMANN HANTARKAN LES BLEUS KE PARTAI PAMUNGKAS EURO?2016 http:// solusi303.com/14464.html pic.twitter.com/lvGz7i9Rss;
sportsupdatefbb;2016-07-08;0;0;Euro 2016 - all Thursday's reaction LIVE!: Hosts France booked their place in the final as two goals from Ant... http:// bit.ly/29s4FIg;
chiizcakes;2016-07-08;0;0;Les portugais c'est les alg?riens de l'Europe avec leurs drapeaux l? #euro2016;#euro2016
sportsupdatefbb;2016-07-08;0;0;Germany 0-2 France: Griezmann double sends Les Bleus through to Euro 2016 final: The Atletico Madrid star sco... http:// bit.ly/29owPQS;
PerheadCR;2016-07-08;0;0;#Soccer Euro 2016 Final: Early Preview for Portugal vs. France Championship: Portugal wi... http:// ble.ac/29s9scT #PerHead #PayPerHead;#Soccer #PerHead #PayPerHead
PerheadCR;2016-07-08;0;0;#Soccer Euro 2016 Results: Scores;
GiwaMoore;2016-07-08;0;0;Euro 2016 : France beat Germany to reach final as Griezman strikes twice: ?The hosts will now face?Portugal in... http:// bit.ly/29ye4O5;
PerheadCR;2016-07-08;0;0;#Soccer Germany vs. France: Score and Twitter Reaction from Euro 2016 Semi-Finals: Antoi... http:// ble.ac/29s9ql9 #PerHead #PayPerHead;#Soccer #PerHead #PayPerHead
zmphotography12;2016-07-08;0;0;A ?couter @DanielRiolo on dirait que la France est ?limin?e #EURO2016 #fra #Ger;#EURO2016 #fra #Ger
haibaracute;2016-07-08;0;0;??????????????(?????)???? #EURO2016;#EURO2016
roundclocksport;2016-07-08;0;0;Euro 2016 - all Thursday's reaction LIVE!: Hosts France booked their place in the final as two goals from Ant... http:// bit.ly/29s4FIg;
9jaallnews;2016-07-08;0;0;Euro 2016 : France beat Germany to reach final as Griezman strikes twice: ?The hosts will now face?Portugal in... http:// bit.ly/29yefc1;
YehyaAshraf74;2016-07-08;0;0;Passion Of France and Portugal is Unbelievable .. #EURO2016;#EURO2016
Sportsbook_CR;2016-07-08;0;0;#Soccer Euro 2016 Final: Early Preview for Portugal vs. France Championship: Portugal wi... http:// ble.ac/29sa2XS #PerHead #PayPerHead;#Soccer #PerHead #PayPerHead
DanHardy4;2016-07-08;0;0;Happy for us to have gone out to the winners at this rate! #Eire #france #euro2016 #COYBIG;#Eire #france #euro2016 #COYBIG
eve_361;2016-07-08;0;0;Euro 2016 : France beat Germany to reach final as Griezman strikes twice: ?The hosts will now face?Portugal in... http:// bit.ly/29yefc1;
Sportsbook_CR;2016-07-08;0;0;#Soccer Euro 2016 Results: Scores;
LJackson58;2016-07-08;0;0;Quelle ambiance #ALLFRA #EURO2016;#ALLFRA #EURO2016
kentrail_ticker;2016-07-08;0;3;"#Bl?dsinn labern ist f?r #Lanz tief in der Analyse"" #EURO2016 #GERFRA #ZDF #DeutschlandBeleidigungstag""";#Bl #Lanz #EURO2016 #GERFRA #ZDF #DeutschlandBeleidigungstag
newslarts;2016-07-08;0;0;"RT LEXPRESS  #FRAALL ""Il y a bien penalty en faveur des Bleus""";
ca2016Bolivia;2016-07-08;0;0;Copa Artemio Franchi: Chile;
Sportsbook_CR;2016-07-08;0;0;#Soccer Germany vs. France: Score and Twitter Reaction from Euro 2016 Semi-Finals: Antoi... http:// ble.ac/29s9dOO #PerHead #PayPerHead;#Soccer #PerHead #PayPerHead
netnueyhuajai;2016-07-08;0;0;????????? #EURO2016 pic.twitter.com/YFdv0AZjL1;#EURO2016
LionElsa66;2016-07-08;0;0;@DenisBrogniart C'est super de retrouver les mecs de 98 ! C'est beau #FRA #FRAALL #leMagTF1 @TF1 #EURO2016;#FRA #FRAALL #leMagTF1 #EURO2016
oss365;2016-07-08;0;0;Euro 2016 - all Thursday's reaction LIVE!: Hosts France booked their place in the final as two goals from Ant... http:// bit.ly/29s4FIg;
confidencialcol;2016-07-08;0;0;Deportes | La Selecci?n Gala se impuso 2-0 a su similar de Alemania;
f1qualifying;2016-07-08;0;0;Wales captain Ashley Williams proud AND gutted after amazing Euro 2016 run ends in the semis http:// dlvr.it/LlKv6B;
newslarts;2016-07-08;0;0;"RT LEXPRESS VIDEO. #Euro2016 #FRAALL Griezmann marque entre les jambes de Neuer http:// ebx.sh/29q8f7n pic.twitter.com/6zurngiceE """"";#Euro2016 #FRAALL
FlaShBloGLive;2016-07-08;0;0;#news #world Euro 2016 ;
SagittarioCase;2016-07-08;0;0;#news #world Euro 2016 ;
SlNDONEWS;2016-07-08;0;0;Jadwal Final Euro 2016 : Portugal vs Prancis Senin 11 Juli Live RCTI pic.twitter.com/GYhvgArqsP;
RealAbdulQadir;2016-07-08;0;0;Euro 2016 : France beat Germany to reach final as Griezman strikes twice: ?The hosts will ... http:// bit.ly/29yefc1 Via @PremiumTimesng;
flbthesongist;2016-07-08;0;0;Euro 2016 : France beat Germany to reach final as Griezman strikes twice: ?The hosts will now face?Portugal in... http:// bit.ly/29yefc1;
LensoisInTheUSA;2016-07-08;2;0;Antoine Griezmann. #EURO2016 https://twitter.com/vinesfoot/status/751176880074743808/photo/1 pic.twitter.com/IW4xj9fTs6 https:// twitter.com/vinesfoot/stat us/751176880074743808 ?;#EURO2016
